44263.89413988658, 24.9296 
44263.89413988658, 24.86972 
44263.89413988658, 24.86932 
43746.99248120301, 26.20584 
42730.483271375466, 28.06461, 0.7276938726285513, -0.10222819448564165, 0.00030162649113358946 
42563.26530612245, 29.36499, -5.152962642357294, 0.7236868022488929, -0.002111872418939608 
42396.666666666664, 29.81009, -2.5649956547055157, 0.36021705347023186, -0.0010497366713260582 
42065.31365313653, 30.43262, -0.9937598592442778, 0.13954318762369455, -0.0004048808001916058 
41900.552486187844, 30.83078, -0.7702890480584005, 0.10815759422600026, -0.0003131654351033956 
41572.84403669725, 31.12796, -0.2823338433875715, 0.03962621167622776, -0.00011290219040674042 
41736.39705882353, 30.83191, -0.2823338433875715, 0.03962621167622776, -0.00011290219040674042 
41900.552486187844, 30.04568, -0.2823338433875715, 0.03962621167622776, -0.00011290219040674042 
42065.31365313653, 29.76447, -0.2823338433875715, 0.03962621167622776, -0.00011290219040674042 
42230.68391866913, 29.29327, -0.2823338433875715, 0.03962621167622776, -0.00011290219040674042 
42396.666666666664, 28.91403, -0.2823338433875715, 0.03962621167622776, -0.00011290219040674042 
42563.26530612245, 28.59073, -0.2823338433875715, 0.03962621167622776, -0.00011290219040674042 
42730.483271375466, 28.29669, -0.2823338433875715, 0.03962621167622776, -0.00011290219040674042 
42730.483271375466, 28.03085, -0.3114864780856899, 0.04372588782630667, -0.00012491315806195801 
42898.324022346365, 27.92004, -0.3114864780856899, 0.04372588782630667, -0.00012491315806195801 
49580.4, 23.09033 
49580.4, 23.09021 
49580.4, 23.09015 
49580.4, 23.09015 
49580.4, 23.09003 
49580.4, 23.09003 
49580.4, 23.08878 
49580.4, 23.07376 
49580.4, 23.00775 
49580.4, 22.99194 
49774.749498998, 22.99069 
49774.749498998, 22.99039 
49774.749498998, 22.99039 
49774.749498998, 22.99048 
49774.749498998, 22.99039 
49774.749498998, 22.99048 
49774.749498998, 22.99039 
49774.749498998, 22.9903 
49774.749498998, 22.99039 
49774.749498998, 22.99008 
49969.87951807229, 22.98218 
49969.87951807229, 22.9296 
49969.87951807229, 22.8931 
49969.87951807229, 22.89066 
49969.87951807229, 22.89056 
49969.87951807229, 22.89066 
49969.87951807229, 22.89056 
50165.79476861167, 22.89044 
50165.79476861167, 22.8891 
50165.79476861167, 22.83517 
50165.79476861167, 22.79138 
50165.79476861167, 22.7908 
50165.79476861167, 22.79071 
50362.5, 22.79062 
50362.5, 22.7905 
50362.5, 22.78357 
50362.5, 22.71338 
50362.5, 22.69388 
50560.0, 22.69055 
50560.0, 22.69046 
50560.0, 22.69046 
50560.0, 22.68518 
50560.0, 22.66327 
50560.0, 22.59784 
50758.2995951417, 22.5907 
50758.2995951417, 22.59052 
50758.2995951417, 22.59042 
50758.2995951417, 22.5903 
50758.2995951417, 22.59012 
50758.2995951417, 22.58377 
50758.2995951417, 22.55231 
50758.2995951417, 22.5173 
50957.403651115616, 22.50037 
50758.2995951417, 22.49701 
50957.403651115616, 22.49701 
50758.2995951417, 22.50494 
50957.403651115616, 22.54398 
50957.403651115616, 22.58786 
50957.403651115616, 22.59042 
50758.2995951417, 22.59052 
50758.2995951417, 22.5903 
50758.2995951417, 22.5997 
50758.2995951417, 22.68948 
50758.2995951417, 22.69067 
50560.0, 22.75708 
50560.0, 22.79062 
50362.5, 22.79639 
50362.5, 22.89035 
50165.79476861167, 22.95956 
50165.79476861167, 23.04294 
49969.87951807229, 23.10056 
49969.87951807229, 23.18976 
49774.749498998, 23.26538 
49580.4, 23.35114 
49386.82634730539, 23.43506 
